Unnamed: 0,transaction_id,description,trnref,dob_new,price_new,customer_type,age_group,item_type,class_name,subclass_name,nova,standard_uom,uom_criteria,conversion,price_uom,class_name_uom
227,001_003-113,DELICIOUS DELIGHT MANDAZI 200GM,113,,29.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,200GM,0.2,145.0,PASTRIES (KGS)
228,001_003-114,NEW JUICY FRUIT 10S,114,,20.0,No-Loyalty card,,Food Item,CANDY AND CONFECTIONERY,CHEWING GUMS,Ultra-processed foods,PCS,JUICY FRUIT 10S,10.0,2.0,CANDY AND CONFECTIONERY (PCS)
229,001_003-115,NDOVU HOME BAKING 2KG,115,,114.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,57.0,WHEAT FLOUR (KGS)
230,001_003-116,CHICKEN FRESH CAPON/KG KENCHIC (BUTCHERY),116,,599.85,No-Loyalty card,,Food Item,POULTRY,CHICKEN,Unprocessed/Minimally processed foods,KGS,/KG,1.0,465.0,POULTRY (KGS)
231,001_003-117,FRESH FRI 2L,117,,335.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,2L,2.0,167.5,COOKING OIL (LTRS)
232,001_003-118,YOGHURT DELITE S/BERRY 250ML CUP,118,,50.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,250ML,0.25,200.0,FLAVOURED/FRUIT YOGHURT (LTRS)
233,001_003-118,YOGHURT DELITE VANILLA 250ML CUP,118,,50.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,250ML,0.25,200.0,FLAVOURED/FRUIT YOGHURT (LTRS)
234,001_003-118,CRIBAZ TOMATO CRISPS 100G/95G NORDA,118,,75.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,KGS,100G,0.1,750.0,SWEET AND SAVOURY SNACKS (KGS)
235,001_003-119,HIGHLANDS PINEAPPLE CORDIAL 2L,119,,224.0,No-Loyalty card,,Food Item,DILUTING JUICE,CORDIALS,Ultra-processed foods,LTRS,2L,2.0,112.0,DILUTING JUICE (LTRS)
236,001_003-120,DELAMARE YOGHURT PREM S/BERRY 500ML TR,120,,120.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,500ML,0.5,240.0,FLAVOURED/FRUIT YOGHURT (LTRS)
237,001_003-121,YOGHURT FRESHA VANILLA 150ML CUP,121,,40.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,150ML,0.15,266.6666666666667,FLAVOURED/FRUIT YOGHURT (LTRS)
238,001_003-121,FAMILA UJIMIX 1KG,121,,114.0,No-Loyalty card,,Food Item,RED MILLET FLOUR,RED MILLET FLOUR,Unprocessed/Minimally processed foods,KGS,1KG,1.0,114.0,RED MILLET FLOUR (KGS)
239,001_003-121,BUTTERFLY STD SPAGHETTI 400*3G V/PACK,121,,125.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,400*3G,1.2,104.16666666666669,PASTAS (KGS)
240,001_003-121,DORMANS STICK INSTANT COFFEE 5*2G SATS,121,,25.0,No-Loyalty card,,Food Item,COFFEE,COFFEE - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,5*2G,0.01,2500.0,COFFEE (KGS)
241,001_003-121,TAMU WHITE BREAD 400G,121,,49.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,122.5,BREADS (KGS)
242,001_003-122,DL HOT DOG PLAIN PC,122,,100.0,No-Loyalty card,,Food Item,FAST FOODS,PRE-PREPARED HOT DOG,Ultra-processed foods,PCS,,,100.0,FAST FOODS (PCS)
243,001_003-123,PORK SAUSAGE CLASSIC SAFARI 500G F/CHOICE,123,,299.0,No-Loyalty card,,Food Item,PROCESSED MEAT,PORK SAUSAGES/SMOKIES/VIENNA,Ultra-processed foods,KGS,500G,0.5,598.0,PROCESSED MEAT (KGS)
244,001_003-123,WHITE BREAD 600G,123,,59.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,600G,0.6,98.33333333333334,BREADS (KGS)
245,001_003-124,BARREL WHITE 800G,124,,95.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,800G,0.8,118.75,BREADS (KGS)
246,001_003-125,QUENCHER LIFE WATER 500ML,125,,24.0,No-Loyalty card,,Food Item,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,LTRS,500ML,0.5,48.0,WATER (LTRS)
247,001_003-126,KENSALT TABLE SALT 2KG,126,,62.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,2KG,2.0,31.0,SALT (KGS)
248,001_003-126,INDOMIE CHICKEN NOODLES 5 IN 1,126,,100.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,,,100.0,NOODLES (KGS)
249,001_003-126,MARA SUGAR 2KG WHITE,126,,210.0,No-Loyalty card,,Food Item,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
250,001_003-127,SOKO MAIZE MEAL 2KG,127,,100.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,50.0,MAIZE/CORN FLOUR (KGS)
251,001_003-127,AJAB HOME BAKING 2KG,127,,121.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,60.5,WHEAT FLOUR (KGS)
252,001_003-127,PEARL PISHORI RICE 1KG,127,,234.0,No-Loyalty card,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,1KG,1.0,234.0,CEREAL GRAINS (KGS)
253,001_003-127,BUTTERFLY STD SPAGHETTI 400*3G V/PACK,127,,125.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,400*3G,1.2,104.16666666666669,PASTAS (KGS)
254,001_003-127,H.O.MANJI MILKSTAR 200G,127,,60.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,200G,0.2,300.0,"COOKIES, BISCUITS AND WAFERS (KGS)"
255,001_003-127,MABUYU 100G YANA,127,,30.0,No-Loyalty card,,Food Item,CANDY AND CONFECTIONERY,BAOBAB SEED CANDY/MABUYU,Ultra-processed foods,KGS,100G,0.1,300.0,CANDY AND CONFECTIONERY (KGS)
256,001_003-127,HIGHLANDS PINEAPPLE CORDIAL 2L,127,,224.0,No-Loyalty card,,Food Item,DILUTING JUICE,CORDIALS,Ultra-processed foods,LTRS,2L,2.0,112.0,DILUTING JUICE (LTRS)
257,001_003-127,KETEPA FAHARI YA KENYA 250G,127,,124.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,250G,0.25,496.0,TEA (KGS)
258,001_003-127,HEART DELI 300G MILL BAKERS,127,,75.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,300G,0.3,250.0,MARBLE CAKES (KGS)
259,001_003-127,JOY SUPER BITES MANDAZI 180G,127,,37.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,180G,0.18,205.5555555555556,PASTRIES (KGS)
260,001_003-129,H.O.MANJI HEB HONEY & CHOCO 85G,129,,20.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,85G,0.085,235.2941176470588,"COOKIES, BISCUITS AND WAFERS (KGS)"
261,001_003-129,CLUB SODA ORANGE 1.25L,129,,90.0,No-Loyalty card,,Food Item,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,LTRS,1.25L,1.25,72.0,SODAS AND CARBONATED DRINKS (LTRS)
262,001_003-129,JOY SUPER BITES MANDAZI 180G,129,,37.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,180G,0.18,205.5555555555556,PASTRIES (KGS)
263,001_003-131,KENSALT TABLE SALT 500G,131,,17.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,500G,0.5,34.0,SALT (KGS)
264,001_003-131,MARA SUGAR 2KG WHITE,131,,210.0,No-Loyalty card,,Food Item,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
265,001_003-131,CRISPS SALTED 50G DEEPA,131,,40.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,KGS,50G,0.05,800.0,SWEET AND SAVOURY SNACKS (KGS)
266,001_003-132,QUENCHER LIFE WATER 500ML,132,,24.0,No-Loyalty card,,Food Item,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,LTRS,500ML,0.5,48.0,WATER (LTRS)
267,001_003-133,BLUE BAND 250G,133,,100.0,No-Loyalty card,,Food Item,MARGARINE,MARGARINE,Ultra-processed foods,KGS,250G,0.25,400.0,MARGARINE (KGS)
268,001_003-133,PEPTANG MIXED FRUIT JAM 300G TIN,133,,105.0,No-Loyalty card,,Food Item,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,KGS,300G,0.3,350.0,JAM/OTHER SPREADS (KGS)
269,001_003-133,KENSALT TABLE SALT 500G,133,,17.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,500G,0.5,34.0,SALT (KGS)
270,001_003-133,BRANDED SUGAR 2KG BROWN,133,,210.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
271,001_003-133,DORMANS 3K 100G,133,,55.0,No-Loyalty card,,Food Item,COFFEE,COFFEE - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,100G,0.1,550.0,COFFEE (KGS)
272,001_003-133,EDEN TEA 250G,133,,108.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,250G,0.25,432.0,TEA (KGS)
273,001_003-133,AJAB ATTA MARK 1KG,133,,60.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR - ATTA,Unprocessed/Minimally processed foods,KGS,1KG,1.0,60.0,WHEAT FLOUR (KGS)
274,001_003-133,AJAB MANDAZI FLOUR 1KG,133,,60.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,1KG,1.0,60.0,WHEAT FLOUR (KGS)
275,001_003-134,MAMA MAIZE 2KG,134,,94.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,47.0,MAIZE/CORN FLOUR (KGS)
276,001_003-135,ILARA YOGHURT VANILLA 500ML CUP,135,,95.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,500ML,0.5,190.0,FLAVOURED/FRUIT YOGHURT (LTRS)
277,001_003-135,EXE CHAPATI FLOUR 2KG,135,,123.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,61.5,WHEAT FLOUR (KGS)
278,001_003-135,INDOMIE SUPA MOJO NOODLES 5IN1 70G*5,135,,99.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,70G*5,0.35,282.8571428571429,NOODLES (KGS)
279,001_003-136,TUZO YOGHURT VANILLA 500ML TR,136,,102.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,500ML,0.5,204.0,FLAVOURED/FRUIT YOGHURT (LTRS)
280,001_003-136,YOGHURT FRESHA S/BERRY 250ML CUP,136,,50.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,250ML,0.25,200.0,FLAVOURED/FRUIT YOGHURT (LTRS)
281,001_003-136,ILARA YOGHURT VANILLA 250ML CUP,136,,55.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,250ML,0.25,220.0,FLAVOURED/FRUIT YOGHURT (LTRS)
282,001_003-136,PEMBE MAIZE 2KG,136,,98.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,49.0,MAIZE/CORN FLOUR (KGS)
283,001_003-136,AJAB HOME BAKING 2KG,136,,121.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,60.5,WHEAT FLOUR (KGS)
284,001_003-136,BUTTERFLY STD SPAGHETTI 400*3G V/PACK,136,,125.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,400*3G,1.2,104.16666666666669,PASTAS (KGS)
285,001_003-136,WEETABIX SINGLE SERVE 37G,136,,23.0,No-Loyalty card,,Food Item,BREAKFAST CEREALS,WHEAT BISCUIT CEREALS,Ultra-processed foods,KGS,37G,0.037,621.6216216216217,BREAKFAST CEREALS (KGS)
286,001_003-136,YEGO NICE BISC. 100G,136,,30.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,100G,0.1,300.0,"COOKIES, BISCUITS AND WAFERS (KGS)"
287,001_003-136,CADBURY DREAM BAR 80G,136,,130.0,No-Loyalty card,,Food Item,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,KGS,80G,0.08,1625.0,CHOCOLATE (KGS)
288,001_003-136,CADBURY DAIRY FRUIT & NUT 35G/37G,136,,69.0,No-Loyalty card,,Food Item,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,KGS,35G,0.035,1971.428571428572,CHOCOLATE (KGS)
289,001_003-136,BLUE BAND ORIG 500G,136,,190.0,No-Loyalty card,,Food Item,MARGARINE,MARGARINE,Ultra-processed foods,KGS,500G,0.5,380.0,MARGARINE (KGS)
290,001_003-136,PEPTANG MIXED FRUIT POWER 500G PET,136,,165.0,No-Loyalty card,,Food Item,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,KGS,500G,0.5,330.0,JAM/OTHER SPREADS (KGS)
291,001_003-136,ZESTA PEANUT BUTTER 250G SMOOTH,136,,135.0,No-Loyalty card,,Food Item,PEANUT BUTTER,PEANUT BUTTER,Ultra-processed foods,KGS,250G,0.25,540.0,PEANUT BUTTER (KGS)
292,001_003-136,KENSALT TABLE SALT 1KG,136,,32.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,1KG,1.0,32.0,SALT (KGS)
293,001_003-136,CRISPS TOMATO 50G H/EATER,136,,49.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,KGS,50G,0.05,980.0,SWEET AND SAVOURY SNACKS (KGS)
294,001_003-136,INDOMIE CHICKEN NOODLES 5 IN 1,136,,100.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,,,100.0,NOODLES (KGS)
295,001_003-136,EXCEL GLUCOSE 100G,136,,20.0,No-Loyalty card,,Food Item,SUGAR - POWDERED,GLUCOSE,Processed Culinary Ingredients,KGS,100G,0.1,200.0,SUGAR - POWDERED (KGS)
296,001_003-136,MARA SUGAR 2KG WHITE,136,,210.0,No-Loyalty card,,Food Item,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
297,001_003-136,WOW SUGARED 15G,136,,10.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,CORN PUFFS,Ultra-processed foods,KGS,15G,0.015,666.6666666666667,SWEET AND SAVOURY SNACKS (KGS)
298,001_003-136,CRISPS SALT & VINEGAR 50GM HAPPY EATER,136,,49.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,KGS,50GM,0.05,980.0,SWEET AND SAVOURY SNACKS (KGS)
299,001_003-136,PORK BRAWN 200G F/CHOICE,136,,109.0,No-Loyalty card,,Food Item,PROCESSED MEAT,PORK BRAWN,Ultra-processed foods,KGS,200G,0.2,545.0,PROCESSED MEAT (KGS)
300,001_003-136,PORK SAUSAGE CLASSIC SAFARI 500G F/CHOICE,136,,299.0,No-Loyalty card,,Food Item,PROCESSED MEAT,PORK SAUSAGES/SMOKIES/VIENNA,Ultra-processed foods,KGS,500G,0.5,598.0,PROCESSED MEAT (KGS)
301,001_003-136,CHICKEN SMOKED SAUSAGE 500GM KENCHIC,136,,195.0,No-Loyalty card,,Food Item,PROCESSED POULTRY,CHICKEN SAUSAGES/VIENNAS,Ultra-processed foods,KGS,500GM,0.5,390.0,PROCESSED POULTRY (KGS)
302,001_003-136,FRUITFULL KIDS MANGO 100ML,136,,15.0,No-Loyalty card,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,100ML,0.1,149.99999999999997,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS)
303,001_003-136,FRUITFULL KIDS STRAWBERRY APPLE 100ML,136,,15.0,No-Loyalty card,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,100ML,0.1,149.99999999999997,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS)
304,001_003-136,FRUITVILLE TROPICAL RTD 500ML,136,,60.0,No-Loyalty card,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,500ML,0.5,120.0,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS)
305,001_003-136,GOFRUT MULTI-FRUIT FRUIT DRINK 1L TR,136,,85.0,No-Loyalty card,,Food Item,FRESH/FRUIT JUICES - NO ADDED SUGAR,FRESH/FRUIT JUICES - NO ADDED SUGAR,Unprocessed/Minimally processed foods,LTRS,1L,1.0,85.0,FRESH/FRUIT JUICES - NO ADDED SUGAR (LTRS)
306,001_003-136,KERICHO GOLD GINGER & LEMON 20S,136,,220.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,PACK,,,220.0,TEA (PACK)
307,001_003-136,MILO 5*10G SATCHETS,136,,50.0,No-Loyalty card,,Food Item,COCOA,COCOA - SWEETENED WITH MILK,Ultra-processed foods,KGS,5*10G,0.05,1000.0,COCOA (KGS)
308,001_003-136,JOY SUPER BITES MANDAZI 180G,136,,37.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,180G,0.18,205.5555555555556,PASTRIES (KGS)
309,001_003-136,CREAM MARBLE SLICE 200G,136,,100.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,200G,0.2,500.0,MARBLE CAKES (KGS)
310,001_003-136,BEEF MINCED HUBERS (LEAL) KITE,136,,195.0,No-Loyalty card,,Food Item,RED MEAT,BEEF MINCE,Unprocessed/Minimally processed foods,KGS,,,650.0,RED MEAT (KGS)
311,001_003-136,AJAB SELF RAISING 2KG,136,,118.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,59.0,WHEAT FLOUR (KGS)
312,001_003-137,MARBLE CAKE SLICE 200G,137,,80.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,200G,0.2,400.0,MARBLE CAKES (KGS)
313,001_003-138,ILARA YOGHURT FOREST BERRY 500ML CUP,138,,95.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,500ML,0.5,190.0,FLAVOURED/FRUIT YOGHURT (LTRS)
314,001_003-138,RAISIN 50G CHARSCO,138,,65.0,No-Loyalty card,,Food Item,DRIED FRUITS,RAISINS,Unprocessed/Minimally processed foods,KGS,50G,0.05,1300.0,DRIED FRUITS (KGS)
315,001_003-138,INDOMIE BEEF NOODLES 5IN1 70G*5,138,,99.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,70G*5,0.35,282.8571428571429,NOODLES (KGS)
316,001_003-138,BRANDED SUGAR 1KG BROWN,138,,110.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,110.0,SUGAR (KGS)
317,001_003-138,CLOVERS PURE GLUCOSE 90G,138,,19.0,No-Loyalty card,,Food Item,SUGAR - POWDERED,GLUCOSE,Processed Culinary Ingredients,KGS,90G,0.09,211.11111111111111,SUGAR - POWDERED (KGS)
318,001_003-140,PIKA VEG OIL 2L,140,,345.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,2L,2.0,172.5,COOKING OIL (LTRS)
319,001_003-140,PRESTIGE VANILLA 250G SPREAD,140,,70.0,No-Loyalty card,,Food Item,MARGARINE,MARGARINE,Ultra-processed foods,KGS,250G,0.25,280.0,MARGARINE (KGS)
320,001_003-140,OX LIVER KITE,140,,107.1,No-Loyalty card,,Food Item,ORGAN MEAT,OX LIVER,Unprocessed/Minimally processed foods,KGS,,,595.0,ORGAN MEAT (KGS)
321,001_003-140,BEEF MINCED HUBERS (LEAL) KITE,140,,97.5,No-Loyalty card,,Food Item,RED MEAT,BEEF MINCE,Unprocessed/Minimally processed foods,KGS,,,650.0,RED MEAT (KGS)
322,001_003-141,FAMILA UJIMIX 1KG,141,,114.0,No-Loyalty card,,Food Item,RED MILLET FLOUR,RED MILLET FLOUR,Unprocessed/Minimally processed foods,KGS,1KG,1.0,114.0,RED MILLET FLOUR (KGS)
323,001_003-141,NUVITA GLUCOSE/BRAVO G 375G,141,,137.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,375G,0.375,365.3333333333333,"COOKIES, BISCUITS AND WAFERS (KGS)"
324,001_003-141,PEPTANG ORANGE MARMADE 500G PET,141,,154.0,No-Loyalty card,,Food Item,JAM/OTHER SPREADS,MARMALADE,Ultra-processed foods,KGS,500G,0.5,308.0,JAM/OTHER SPREADS (KGS)
325,001_003-141,MARA SUGAR 2KG WHITE,141,,210.0,No-Loyalty card,,Food Item,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
326,001_003-141,EDEN TEA 250G,141,,108.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,250G,0.25,432.0,TEA (KGS)
327,001_003-141,AJAB SELF RAISING 2KG,141,,118.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,59.0,WHEAT FLOUR (KGS)
328,001_003-143,TWO TEN MAIZE MEAL 2KG,143,,100.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,50.0,MAIZE/CORN FLOUR (KGS)
329,001_003-143,C.I.L BROWN RICE 1KG,143,,235.0,No-Loyalty card,,Food Item,CEREAL GRAINS,BROWN RICE,Unprocessed/Minimally processed foods,KGS,1KG,1.0,235.0,CEREAL GRAINS (KGS)
330,001_003-143,C.I.L PISHORI RICE 1KG,143,,225.0,No-Loyalty card,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,1KG,1.0,225.0,CEREAL GRAINS (KGS)
331,001_003-143,KENSALT TABLE SALT 500G,143,,17.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,500G,0.5,34.0,SALT (KGS)
332,001_003-143,MARA SUGAR 2KG WHITE,143,,210.0,No-Loyalty card,,Food Item,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
333,001_003-143,BUTALI BROWN SUGAR 1KG PKT,143,,105.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,105.0,SUGAR (KGS)
334,001_003-144,SODA COKE ZERO 2L PL,144,,180.0,No-Loyalty card,,Food Item,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,LTRS,2L,2.0,90.0,SODAS AND CARBONATED DRINKS (LTRS)
335,001_003-145,TWO TEN MAIZE MEAL 2KG,145,,100.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,50.0,MAIZE/CORN FLOUR (KGS)
336,001_003-145,AJAB HOME BAKING 2KG,145,,121.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,60.5,WHEAT FLOUR (KGS)
337,001_003-146,UFUTA COOKING OIL 20L,146,,2685.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,20L,20.0,134.25,COOKING OIL (LTRS)
338,001_003-146,WHITE BREAD 400G.,146,,39.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,97.5,BREADS (KGS)
339,001_003-147,PILAU MIX 25G CHARSCO,147,,30.0,No-Loyalty card,,Food Item,HERBS AND SPICES,SPICES - PILAU MIX,Unprocessed/Minimally processed foods,KGS,25G,0.025,1200.0,HERBS AND SPICES (KGS)
340,001_003-147,SOSSI CLASSIC CHUNKS 75G,147,,30.0,No-Loyalty card,,Food Item,SOYA CHUNKS/MINCE,SOYA CHUNKS,Ultra-processed foods,KGS,75G,0.075,400.0,SOYA CHUNKS/MINCE (KGS)
341,001_003-147,NUMI INSTANT NOODLES PIRI CHICKEN 120G,147,,30.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,120G,0.12,250.0,NOODLES (KGS)
342,001_003-147,NUMI INSTANT NOODLES VEG MCHUZI MIX 120G,147,,30.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,120G,0.12,250.0,NOODLES (KGS)
343,001_003-147,RICO TOMATO PASTE 70G,147,,30.0,No-Loyalty card,,Food Item,TOMATO PASTE,TOMATO PASTE,Processed foods,KGS,70G,0.07,428.57142857142856,TOMATO PASTE (KGS)
